laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,CPU_Benchmark,Ram,Memory,Memory_benchmark,Gpu,GPU_benchmark,OpSys,Weight,Price_euros
796,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.65kg,849
797,Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,1.23kg,1869
809,HP,ZBook 17,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,256GB SSD,22.99,Intel UHD Graphics 620,4.4,Windows 10,1.25kg,1099
817,Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD,49.99,Nvidia GeForce GTX1060,19.8,Windows 10,2.24kg,1339
819,HP,Omen 17-an012dx,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,12GB,1TB HDD,39.99,Intel HD Graphics 405,1.6,No OS,2.2kg,329
820,MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD + 1TB HDD,89.98,Nvidia Quadro M1000M,5.2,Windows 7,2.59kg,1561
827,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M445,3.8,Linux,2.83kg,865
844,Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 920MX,5.3,Windows 10,2.2kg,799
845,Asus,Rog GL702VS-BA023T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 920MX,5.3,Windows 10,2.2kg,899
851,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,32GB,512GB SSD + 1TB HDD,89.98,Nvidia Quadro M1000M,5.2,Windows 10,2.0kg,2249
862,Asus,Rog GL502VM-DS74,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M445,3.8,Windows 10,2.36kg,659
864,Lenovo,ThinkPad T470p,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.4kg,1499
880,Dell,Precision 3520,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 7,1.2kg,1195
908,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.76kg,585
931,MSI,GE72VR 6RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,1.4kg,2099
932,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M440,3.6,Windows 10,2.3kg,499
951,MSI,GP62M Leopard,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,No OS,2.2kg,479
969,Dell,Alienware 17,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD + 1TB HDD,89.98,Nvidia Quadro M1000M,5.2,Windows 7,2.59kg,2229
982,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,32GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 920MX,5.3,Windows 10,1.87kg,857.07
988,Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,1.2kg,1449.9
993,Asus,Rog GL753VE-DS74,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,1.2kg,1579
1001,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M445,3.8,Windows 10,2.36kg,749
1012,Asus,Rog GL553VE-DS74,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,1.88kg,1607.96
1014,Acer,Nitro 5,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Linux,2.25kg,465.62
1046,MSI,GL72M 7RDX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Windows 10,2.25kg,599
1092,MSI,GT72VR Dominator,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 920MX,5.3,Windows 10,2.8kg,530
1107,Asus,Rog GL702VM-GC354T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,1.55kg,659
1119,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD,49.99,Nvidia GeForce GTX1080,38.6,Windows 10,2.24kg,2968
1157,MSI,GP62M 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,No OS,1.9kg,368
1171,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.1kg,2099
1174,MSI,GP72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,1.62kg,869.01
1180,HP,Pavilion 15-cb003nv,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.75kg,1020
1183,Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M440,3.6,Windows 10,2.04kg,549.99
1207,Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 920MX,5.3,No OS,2.2kg,685
1213,HP,Pavilion Power,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,12GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Linux,2.3kg,805.99
1217,MSI,GS73VR 7RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,2.1kg,1159
1227,Asus,Rog Strix,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 920MX,5.3,Windows 10,2.4kg,695
1229,Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M445,3.8,Windows 10,2.5kg,784
1232,Asus,ROG Strix,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 150MX,6.5,Windows 10,2.77kg,999
1247,MSI,GL62M 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Linux,2.3kg,805.99
1249,Razer,Blade Pro,Gaming,14,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 10,2.08kg,795.99
1251,MSI,GE72VR Apache,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 150MX,6.5,Windows 10,2.77kg,1549
1263,Asus,Rog GL553VE-FY052T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,1.29kg,1999
200,Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,7525,32GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 10,1.2kg,1590
243,Asus,ROG G703VI-E5062T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,7525,32GB,512GB SSD + 1TB HDD,89.98,Nvidia Quadro M1000M,5.2,Windows 7,2.0kg,1899
431,Dell,Alienware 17,Gaming,17.3,IPS Panel 2560x1440,Intel Core i7 7820HK 2.9GHz,7525,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 920M,3.6,Windows 10,1.54kg,831
585,MSI,GT73VR Titan,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,7525,16GB,512GB SSD + 1TB HDD,89.98,Nvidia GTX 980 SLI,44.8,Windows 10,4.4kg,2799
693,Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,7525,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 920MX,5.3,Windows 10,2kg,564
839,Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,7525,32GB,512GB SSD,49.99,Nvidia GeForce MX130,4.5,Windows 10,2.2kg,745
302,Dell,Precision 7720,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,7140,16GB,256GB SSD,22.99,Intel UHD Graphics 620,4.4,Windows 10,1.21kg,1629
429,HP,ProBook 650,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,7140,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.37kg,1950
441,Lenovo,Thinkpad P51,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,7140,16GB,512GB SSD,49.99,Nvidia GeForce MX150,6.5,Windows 10,3kg,805
459,HP,ProBook 650,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,7140,8GB,512GB SSD,49.99,Nvidia GeForce GTX 1070,35.5,Windows 10,4.42kg,2800
471,Lenovo,Thinkpad P51,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,7140,8GB,256GB SSD,22.99,Intel UHD Graphics 620,4.4,Windows 10,1.56kg,1049
444,Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i7 7Y75 1.3GHz,2709,16GB,512GB SSD,49.99,Nvidia GeForce GTX 1070,35.5,Windows 10,4.36kg,3659.4
912,Dell,XPS 13,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,2709,8GB,512GB SSD,49.99,Nvidia GeForce GTX 1070,35.5,Windows 10,4.42kg,2868.99
914,Dell,XPS 13,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,2709,16GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.26kg,1335
984,Dell,XPS 13,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,2709,16GB,512GB SSD,49.99,Nvidia GeForce GTX 1070,35.5,Windows 10,4.3kg,2350
1237,Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,2709,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2kg,1334
9,Asus,ZenBook UX430UN,Ultrabook,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,512GB SSD,49.99,Nvidia GeForce MX150,6.5,Windows 10,2.2kg,841
25,HP,15-BS101nv (i7-8550U/8GB/256GB/FHD/W10),Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.84kg,1304
34,Dell,XPS 13,Ultrabook,13.3,Touchscreen / Quad HD+ 3200x1800,Intel Core i7 8550U 1.8GHz,5951,16GB,512GB SSD,49.99,Nvidia GeForce GTX 960M,9.3,Windows 10,2.18kg,799
52,Acer,Aspire A515-51G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel UHD Graphics 620,4.4,Windows 10,1.88kg,1298
54,HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,512GB SSD,49.99,Nvidia GeForce GTX 960M,9.3,Windows 10,2.591kg,909
56,Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 10,2.31kg,1199
61,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,256GB SSD + 2TB HDD,72.98,Nvidia GeForce 930MX,4.9,Windows 10,2.5kg,923
73,Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 7,1.5kg,1135.15
74,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 7,1.5kg,1166.97
79,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M330,2.8,Windows 10,2.19kg,764
91,Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.13kg,2049
93,Acer,Aspire 5,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.5kg,1962.98
94,HP,Probook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,512GB SSD,49.99,Nvidia GeForce GTX 960M,9.3,Windows 10,2.6kg,1029
113,Asus,VivoBook S15,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 930M,4.2,Windows 10,2.4kg,1975
119,HP,Probook 440,Notebook,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,512GB SSD,49.99,Nvidia GeForce GTX 960M,9.3,Windows 10,2.3kg,1169
120,Dell,Inspiron 7570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,1.49kg,675
122,Asus,VivoBook S15,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2kg,435
126,HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,512GB SSD,49.99,Nvidia GeForce GTX 970M,12.6,Windows 10,4.0kg,1900
131,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,256GB SSD + 2TB HDD,72.98,Nvidia GeForce 930MX,4.9,Windows 10,2.5kg,914
135,Acer,Swift 3,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.6kg,1205
138,HP,Probook 440,Notebook,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.4kg,499
148,Asus,ZenBook UX430UA,Ultrabook,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.44kg,881
161,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.49kg,960
184,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,256GB SSD + 2TB HDD,72.98,Nvidia GeForce 930MX,4.9,Windows 10,1.63kg,1031
186,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,5951,16GB,512GB SSD,49.99,Nvidia GeForce GTX 960M,9.3,Windows 10,2.4kg,1229
189,Dell,Inspiron 7773,Notebook,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,512GB SSD,49.99,Nvidia GeForce GTX 970M,12.6,Windows 10,3.21kg,1329
193,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5,2.3,Windows 10,2.4kg,449
198,Dell,Inspiron 5379,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Linux,2.1kg,390
203,HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.3kg,2049
211,Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.36kg,1650
212,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.18kg,708.06
220,Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 10,2.1kg,867
222,HP,Probook 440,Notebook,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.29kg,1624
224,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,512GB SSD,49.99,Nvidia GeForce GTX 960M,9.3,Windows 10,2.6kg,899
255,Dell,Inspiron 5579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,No OS,2.2kg,444
258,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,512GB SSD,49.99,Nvidia GeForce GTX 960M,9.3,Windows 10,2.6kg,899
262,HP,Envy 17-U275cl,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.95kg,1180
265,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5,2.3,Windows 10,2.4kg,387
271,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,512GB SSD + 512GB SSD,99.98,Nvidia Quadro M1200,6.9,Windows 10,3.14kg,1860.99
273,HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.65kg,544.15
274,Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.1kg,1790
277,Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 7,2.31kg,940
281,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 430,3.1,Windows 10,2.4kg,499
282,Acer,Aspire A515-51G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.3kg,1268
284,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,2TB HDD,49.99,Nvidia GeForce 940MX,4.2,Windows 10,1.3kg,1193
289,Acer,Aspire A517-51G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel UHD Graphics 620,4.4,Windows 10,1.88kg,1096.16
316,Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,5951,16GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 10,1.54kg,1887.21
321,HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,5951,16GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 10,1.5kg,1210
329,HP,ProBook 450,Notebook,15.6,IPS Panel Full HD 1366x768,Intel Core i7 8550U 1.8GHz,5951,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.36kg,2499
349,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,5951,16GB,512GB SSD,49.99,Nvidia GeForce GTX 965M,9.7,Windows 10,4.33kg,1269
350,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.04kg,685
380,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.04kg,579
403,Lenovo,ThinkPad E580,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Linux,2.4kg,361.8
426,Lenovo,ThinkPad E480,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 7,1.54kg,1099.99
433,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD + 2TB HDD,72.98,Nvidia GeForce 930MX,4.9,Windows 10,1.64kg,1179
461,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M330,2.8,Windows 10,3.0kg,659
477,HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,5951,8GB,512GB SSD,49.99,Nvidia GeForce GTX 965M,9.7,Windows 10,2.75kg,1399
487,Dell,Inspiron 7570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,512GB SSD,49.99,Nvidia GeForce GTX 980M,26.6,Windows 10,3.58kg,1279
503,Lenovo,Ideapad 520-15IKBR,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.68kg,889
520,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,256GB SSD + 2TB HDD,72.98,Nvidia GeForce 930MX,4.9,Windows 10,2.04kg,889
521,Xiaomi,Mi Notebook,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,5951,16GB,256GB SSD,22.99,Intel UHD Graphics 620,4.4,Windows 10,1.21kg,1649
547,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 8550U 1.8GHz,5951,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.11kg,1349
595,Lenovo,Ideapad 320-15IKBR,Notebook,15.6,Touchscreen 1366x768,Intel Core i7 8550U 1.8GHz,5951,12GB,1TB HDD,39.99,Intel HD Graphics 515,2.8,Chrome OS,1.29kg,615
